Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Vegetables;35;mange-tout raw;per 100g;;;;139;33;89;2;2;0;;;0;0;0;0;0;0;0;0;5;0;5;0;2,5;0;;;0.0;5.0;250.0;40.0;30.0;28.0;0,5;0;0,5;0,06;1.0;0,5;;7.0;15.0;0.0;30.0;118.0;263.0;0.0;;38.0;0;0;0;0;0,4;;;;;15;15;;0,15;0,06;0,09;0;;0,6;10;10;0;35.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;mange-tout;32;;
Vegetables;36;purslane boiled;per 100g;;;;54;13;95;1;1;0;;;0;0;0;0;0;0;0;0;1;1;0;0;2,5;0;;;0.0;30.0;800.0;125.0;70.0;67.0;3;0;3;0,11;;0,17;4,5;325.0;651.0;0.0;3871.0;9.0;6628.0;18.0;57.0;150.0;0;0;0;0;;;;;;;;;0,06;0,04;0,03;0;;0,2;124,5;124,5;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;purslane;33;440.0;purslane
Vegetables;37;leek boiled;per 100g;;;;92;22;93,8;1,1;1,1;0;;12.0;0,5;0,4;0,1;0;0,3;0,1;0,2;0;2,1;1,5;0,6;0;2,3;0;;0,2;0.0;3.0;222.0;41.0;22.0;10.0;0,3;0;0,3;0,05;0.0;0,19;2,5;27.0;53.0;0.0;318.0;2.0;772.0;2.0;0.0;4.0;0;0;0;0;0,8;0,8;0;0;0,1;9,5;9,5;;0,03;0,03;0,096;0;0,4;0,2;40,6;40,6;0;5.0;;;;0;0;0;;0;0;0,06;0;0,01;;0;0;0;0;0,01;;;;;;;0;0,01;0;0;0;;0,15;0;;;;0,11;0;0;0;0.0;0;;0;;0;;0;;;0;0;0;0;0.0;;;;;0;0;0;;0;;0;;;0,01;leek;34;345.0;leek
Vegetables;38;turnip tops raw;per 100g;;;;69;17;94;2;2;0;;;0;0;0;0;0;0;0;0;1;0;1;0;2,3;0;;;0.0;40.0;296.0;100.0;45.0;10.0;3;0;3;0,09;;0,4;2;183.0;365.0;0.0;2191.0;0.0;4192.0;8.0;0.0;72.0;0;0;0;0;0;;;;;251;251;;0,05;0,15;0,09;0;;0,8;126;126;0;35.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;turnip tops;35;358.0;turnip
Vegetables;39;turnip tops boiled;per 100g;;;;69;17;94;2;2;0;;;0;0;0;0;0;0;0;0;1;0;1;0;2,3;0;;;0.0;29.0;203.0;100.0;45.0;10.0;3;0;3;0,09;;0,4;2;325.0;651.0;0.0;3871.0;9.0;6628.0;18.0;57.0;150.0;0;0;0;0;2,9;;;;;367,6;367,6;;0,05;0,15;0,05;0;;0,8;120;120;0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;turnip tops;36;358.0;turnip
Vegetables;40;rhubarb raw;per 100g;;;;97;23;93;1;1;0;;;0;0;0;0;0;0;0;0;2;2;0;0;1,8;0;2,4;;0.0;5.0;300.0;40.0;30.0;14.0;0,5;0;0,5;0,07;0.0;0,1;1;5.0;10.0;0.0;61.0;0.0;170.0;;0.0;0.0;0;0;0;0;0,2;;;;;29,3;29,3;;0,05;0,02;0,03;0;;0,1;7;7;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;rhubarb;37;263.0;rhubarb
Vegetables;41;cabbage red raw;per 100g;;;;114;27;91;2;2;0;;;0;0;0;0;0;0;0;0;3;3;0;0;3,6;0;;;0.0;9.0;300.0;50.0;30.0;17.0;0,4;0;0,4;0,01;1.0;0,3;2;2.0;3.0;0.0;18.0;0.0;33.0;0.0;0.0;0.0;0;0;0;0;0,2;;;;;38,2;38,2;;0,09;0,03;0,12;0;;0,2;24;24;0;60.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;;38;353.0;cabbage
Vegetables;42;cabbage red boiled;per 100g;;CRYPXB;;96;23;89,8;1,3;1,3;0;;;0;0;0;0;0;0;0;0;3;3;0;0;2,9;0;;;0.0;9.0;275.0;42.0;31.0;11.0;0,3;0;0,3;0,03;0.0;0,16;2;1.0;1.0;0.0;7.0;0.0;23.0;4.0;0.0;0.0;0;0;0;0;0,1;0,1;0;0;0,1;47,6;47,6;;0,09;0,03;0,11;0;;0,2;21;21;0;38.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;;39;353.0;cabbage
Vegetables;45;salsify raw;per 100g;;;;323;76;78;1;1;0;;;1;0,7;0,2;0;0,5;0;0,5;0;15;15;0;0;1,7;0;;;0.0;5.0;400.0;60.0;50.0;10.0;1,5;0;1,5;0,01;0.0;0,2;2,5;2.0;3.0;0.0;20.0;;;;;;0;0;0;0;0,8;;;;;0,3;0,3;;0,05;0,02;0,12;0;;0,4;57;57;0;4.0;0;0;0;0;0;0;0;0;0;0,21;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,44;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;salsify;40;;
Vegetables;46;lettuce butterhead raw;per 100g;;;;52;13;96,1;1,4;1,4;0;;14.0;0,4;0,3;0,1;0;0,2;0,1;0,1;0;0,3;0,3;0;0;1,2;0;;0,8;0.0;8.0;352.0;49.0;36.0;15.0;0,7;0;0,7;0,04;0.0;0,41;2,5;69.0;139.0;0.0;814.0;11.0;1010.0;19.0;25.0;10.0;0;0;0;0;0,2;0,2;0;0;0,5;129;129;;0,05;0,06;0,045;0;0,6;0,3;28,4;28,4;0;0.0;0;0;0;0;0;0;0;0;0;0,05;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,08;0;0;0;0;0,11;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;lettuce butterhead;41;60.0;lettuce
Vegetables;47;lettuce butterhead boiled;per 100g;;;;92;22;94;2;2;0;;;0,4;0,3;0,1;0;0,2;0,1;0,1;0;2;2;0;0;1,2;0;;;0.0;15.0;300.0;30.0;41.0;15.0;0,4;0;0,4;0,04;0.0;0,41;;36.0;71.0;0.0;420.0;16.0;1093.0;28.0;0.0;14.0;0;0;0;0;0,2;0,2;0;0;0,5;188;188;;0,05;0,08;0,03;0;;0,4;13;13;0;1.0;0;0;0;0;0;0;0;0;0;0,05;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,08;0;0;0;0;0,11;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;lettuce butterhead;42;60.0;lettuce
Vegetables;48;swiss chard leaf boiled;per 100g;;;;122;29;93;3;3;0;;;0;0;0;0;0;0;0;0;3;3;0;0;2,5;0;;;0.0;200.0;300.0;90.0;40.0;11.0;4;0;4;;;;;364.0;728.0;0.0;4339.0;57.0;;;0.0;;0;0;0;0;;;;;;327,3;327,3;;0,1;0,17;0,04;0;;0,4;100;100;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;swiss chard leaf;43;382.0;chard
Vegetables;49;beans runner raw;per 100g;;;;93;22;92,7;1,9;1,9;0;0,3;;0,1;0,1;0;0;0;0;0;0;2;0,7;1,3;0;2,7;0;;0,5;0.0;4.0;250.0;40.0;30.0;10.0;0,5;0;0,5;0,02;1.0;0,4;2;7.0;15.0;0.0;30.0;118.0;263.0;0.0;;38.0;0;0;0;0;0,2;;;;;26;26;;0,07;0,06;0,05;0;;0,6;22;22;0;5.0;0;0;0;0;0;0;0;0;0;0,03;0;0,01;;0;0;0;0;0;;;;;;0;0;0,02;0;0;0;0;0,02;;;;;0,02;0;;0;;0;0;0;;0;;0;0.0;;;;;0;;;;;0;0;0;;;0;;0;0.0;;;beans runner;44;284.0;beans
Vegetables;50;beans french raw;per 100g;;;;105;25;91,4;2,3;2,3;0;0,4;;0,2;0,2;0,1;0;0,1;0;0;0;1,8;1,2;0,6;0;3,6;0;;0,7;0.0;3.0;250.0;70.0;50.0;30.0;0,8;0;0,8;0,06;0.0;0,25;3;8.0;15.0;0.0;86.0;13.0;611.0;66.0;1.0;88.0;0;0;0;0;0,2;;;;;14,4;14,4;;0,07;0,09;0,07;0;;0,6;64;64;0;1.0;0;0;0;0;0;0;0;0;0;0,04;0;0,02;;0;0;0;0;0;;;;;;0;0;0,03;0;0;0;0;0,03;;;;;0,03;0;;0;;0;0;0;;0;;0;0.0;;;;;0;;;;;0;0;0;;;0;;0;0.0;;;beans;45;284.0;beans
Vegetables;51;spinach raw;per 100g;;;;108;26;91,9;3,2;3,2;0;;48.0;0,6;0,5;0,1;0;0,4;0,3;0,1;0;0,9;0;0,9;0;2;0;;1,4;0.0;13.0;539.0;105.0;62.0;55.0;2;0;2;0,11;0.0;1,1;2;183.0;365.0;0.0;2191.0;0.0;4192.0;8.0;0.0;72.0;0;0;0;0;1,2;1,2;0;0;0,2;394;394;;0,26;0,2;0,132;0;1,9;1,1;130,9;130,9;0;1.0;0;0;0;0;0;0;0;0;0;0,07;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,01;0,02;0;0;0;0;0,07;0;0;0;0;0,32;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;spinach;46;396.0;spinach
Vegetables;52;spinach boiled;per 100g;;;;105;25;92,2;2,9;2,9;0;;27.0;0,9;0,7;0,1;0,1;0,6;0,5;0,1;0;0,7;0;0,7;0;1,4;0;;1,9;0.0;15.0;418.0;84.0;71.0;77.0;2,4;0;2,4;0,08;0.0;1,2;2;325.0;651.0;0.0;3871.0;9.0;6628.0;18.0;57.0;150.0;0;0;0;0;3,5;3,4;0;0;0,4;575;575;;0,06;0,15;0,075;0;1,2;0,8;124,5;124,5;0;7.0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,02;0,03;0;0;0;0;0,1;0;0;0;0;0,46;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;spinach;47;396.0;spinach
Vegetables;53;cabbage oxheart raw;per 100g;;;;176;42;90;3;3;0;;;1;0,7;0,2;0,1;0,4;0,3;0,1;0;4;4;0;0;2,5;0;;;0.0;10.0;300.0;50.0;30.0;12.0;0,5;0;0,5;0,07;0.0;0,2;2;51.0;103.0;0.0;615.0;0.0;133.0;12.0;;0.0;0;0;0;0;0,2;;;;;60;60;;0,04;0,04;0,1;0;;0,2;30;30;0;36.0;0;0;0;0;0;0;0;0;0;0,12;0;0,03;0;0;0,04;0;0;0;0.0;0.0;0;0;0;0;0;0,06;0;0;0;0;0,13;0;0;0;0;0,29;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0,04;oxheart;48;353.0;cabbage
Vegetables;54;cabbage oxheart boiled;per 100g;;;;88;21;93,8;1,1;1,1;0;;;0,6;0,4;0,1;0;0,2;0,2;0,1;0;1,6;1,6;0;0;2,5;0;;;0.0;10.0;141.0;39.0;32.0;8.0;0,4;0;0,4;0,03;0.0;0,2;2;52.0;104.0;0.0;626.0;0.0;126.0;15.0;;0.0;0;0;0;0;0,4;0,4;0;0;0,1;64,5;64,5;;0,04;0,04;0,06;0;;0,2;23;23;0;8.0;;;;0;0;0;;0;0;0,07;0;0,02;;0;0,02;0;0;0;;;;;;;0;0,03;0;0;0;;0,08;0;;;;0,17;0;0;0;0.0;0;;0;;0;;0;;;0;0;0;0;0.0;;;;;0;0;0;;0;;0;;;0,02;oxheart;49;353.0;cabbage
Vegetables;55;brussel sprouts boiled;per 100g;;;;195;47;86;2,3;2,3;0;;33.0;0,7;0,5;0,1;0;0,3;0,2;0,1;0;5,6;1,4;4,2;0;4,5;0;;0,9;0.0;7.0;412.0;38.0;85.0;22.0;0,6;0;0,6;0,06;10.0;0,31;1;15.0;29.0;0.0;171.0;0.0;342.0;33.0;9.0;14.0;0;0;0;0;0,6;0,6;0;0;0,1;127;127;;0,11;0,08;0,192;0;1,2;0,6;95,3;95,3;0;132.0;;;;0;0;0;;0;0;0,09;0;0,01;;0;0,02;0;0;0;;;;;;;0,01;0,03;0;0;0;;0,1;0;;;;0,24;0;0;0;0.0;0;;0;;0;;0;;;0;0;0;0;0.0;;;;;0;0;0;;0;;0;;;0,02;brussel sprouts;50;352.0;brussels sprout
Vegetables;57;sweetcorn boiled;per 100g;;SE;;312;74;82;2,5;2,5;0;;;1,4;1,3;0,2;0,4;0,7;0;0,7;0;11,6;8,1;3,5;0;2,5;0;;;0.0;1.0;250.0;11.0;100.0;45.0;0,5;0;0,5;0,04;0.0;0,4;3,3;3.0;7.0;0.0;24.0;33.0;444.0;375.0;0.0;0.0;0;0;0;0;0,9;;;;;0,4;0,4;;0,12;0,07;0,1;0;;1,7;34;34;0;7.0;0;0;0;0;0;0;0;0;0;0,15;0;0,02;0;0,01;0;0;0;0;0.0;0.0;0;0;0;0;0;0,39;0;0;0;0;0,69;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;sweetcorn;51;56.0;corn
Vegetables;58;bean sprouts raw;per 100g;;CARTA, CRYPXB, LYCPN;;104;25;93;2,2;2,2;0;0,4;;0,1;0,1;0;0;0;0;0;0;3,2;1,8;1,4;0;1,2;0;;0,3;0.0;6.0;121.0;16.0;37.0;15.0;0,4;0;0,4;0,1;1.0;0,3;;0.0;1.0;0.0;5.0;0.0;46.0;7.0;0.0;0.0;0;0;0;0;0,1;;;;;2,7;2,7;;0,06;0,07;0,019;0;;1;30,8;30,8;0;8.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,04;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;bean sprouts;52;;
Vegetables;59;bean sprouts boiled;per 100g;;CARTA, CRYPXB, LYCPN;;72;17;95;1,8;1,8;0;0,3;;0,1;0,1;0;0;0;0;0;0;1,7;1,1;0,6;0;1,2;0;;0,2;0.0;5.0;67.0;22.0;30.0;13.0;0,4;0;0,4;0,1;1.0;0,26;;1.0;1.0;0.0;7.0;0.0;57.0;10.0;0.0;0.0;0;0;0;0;0,1;;;;;3,3;3,3;;0,05;0,05;0,018;0;;1;30;30;0;4.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;bean sprouts;53;;
Vegetables;60;tomatoes classic round raw;per 100g;;;;85;20;95,4;0,7;0,7;0;;6.0;0,4;0,3;0,1;0;0,2;0;0,2;0;2,9;2,9;0;0;1,3;0;;0,6;0.0;2.0;246.0;11.0;23.0;8.0;0,3;0;0,3;0,05;0.0;0,15;2,5;39.0;77.0;0.0;464.0;0.0;83.0;4.0;0.0;2949.0;0;0;0;0;0,7;0,6;0;0;0,4;6;6;;0,03;0,01;0,077;0;0,6;0,5;15,7;15,7;0;15.0;0;0;0;0;0;0;0;0;0;0,06;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,04;0;0;0;0;0,17;0;0;0;0;0,02;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;tomatoes classic round;54;364.0;tomato
Vegetables;61;tomatoes classic round boiled;per 100g;;;;96;23;94,1;0,7;0,7;0;;6.0;0,7;0,5;0,1;0,1;0,3;0;0,3;0;2,9;2,8;0,1;0;1,3;0;;0,4;0.0;2.0;233.0;9.0;24.0;8.0;0,6;0;0,6;0,03;0.0;0,21;2,5;43.0;85.0;0.0;511.0;0.0;81.0;0.0;0.0;3465.0;0;0;0;0;0,7;0,7;0;0;0,4;2,8;2,8;;0,03;0,01;0,077;0;0,7;0,6;27,8;27,8;0;14.0;0;0;0;0;0;0;0;0;0;0,11;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,01;0,08;0;0;0;0;0,31;0;0;0;0;0,03;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;tomatoes classic round;55;364.0;tomato
Vegetables;62;beans broad raw;per 100g;;;;211;51;85;5;5;0;;;0;0;0;0;0;0;0;0;4;0;4;0;7,3;0;;;0.0;5.0;400.0;20.0;100.0;28.0;0,9;0;0,9;0,11;1.0;0,9;4;9.0;19.0;0.0;111.0;4.0;349.0;0.0;0.0;0.0;0;0;0;0;0,5;;;;;11,4;11,4;;0,1;0,15;0,07;0;;0,9;150;150;0;80.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;beans broad;56;284.0;beans
Vegetables;63;onions raw;per 100g;;;;157;37;89,1;1,3;1,3;0;;13.0;0,2;0,1;0,1;0;0;0;0;0;6,3;4,5;1,8;0;2,7;0;;0,4;0.0;4.0;185.0;29.0;33.0;9.0;0,3;0;0,3;0,06;1.0;0,29;3;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0;0;0;0;0,1;0,1;0;0;0;0,4;0,4;;0,04;0,02;0,121;0;0,4;0,2;23,7;23,7;0;5.0;0;0;0;0;0;0;0;0;0;0,05;0;0,01;;0;0;0;0;0;;;;;;0;0;0,04;0;0;0;0;0,05;;;;;0;0;;0;;0;0;0;;0;;0;0.0;;;;;0;;;;;0;0;0;;;0;;0;0.0;;;onions;57;348.0;onion
Vegetables;64;onions boiled;per 100g;;;;147;35;90;1;1;0;;12.0;0,2;0,1;0,1;0;0;0;0;0;6,3;3;3,3;0;2,2;0;;0,4;0.0;2.0;159.0;24.0;38.0;9.0;0,2;0;0,2;0,07;0.0;0,31;1;1.0;1.0;0.0;4.0;0.0;18.0;0.0;5.0;0.0;0;0;0;0;0,1;0,1;0;0;0;0,5;0,5;;0,03;0,01;0,116;0;0,3;0,1;21,3;21,3;0;5.0;0;0;0;0;0;0;0;0;0;0,04;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,04;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;onions;58;348.0;onion
Vegetables;65;lettuce lambs raw;per 100g;;SUGAR;;74;18;93,8;2,6;2,6;0;0,4;;0,2;0,2;0,1;0;0,1;0,1;0;0;0,5;0;0,4;0;1,7;0;;1,2;0.0;5.0;489.0;79.0;48.0;28.0;1,1;0;1,1;0,07;0.0;0,32;;310.0;620.0;0.0;3654.0;80.0;5870.0;0.0;46.0;0.0;0;0;0;0;;;;;;167;167;;0,08;0,13;0,059;0;;0,4;26;26;0;8.0;0;0;0;0;0;0;0;0;0;0,04;0;0,02;;0;0;0;0;0;;;;;;0;0;0,03;0;0;0;0;0,02;;;;;0,06;0;;0;;0;0;0;;0;;0;0.0;;;;;0;;;;;0;0;0;;;0;;0;0.0;;0;lettuce lambs;59;275.0;lettuce
Vegetables;67;chicory raw;per 100g;;;;78;19;95,2;1,3;1,3;0;;10.0;0,2;0,1;0;0;0,1;0;0,1;0;2,4;2,4;0;0;1,2;0;;0,4;0.0;2.0;194.0;22.0;34.0;10.0;0,2;0;0,2;0,09;0.0;0,2;0,4;0.0;0.0;0.0;1.0;0.0;21.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;;;;0,05;0,03;0,037;0;0,4;0,2;10;10;0;0.0;;;;;;;;0;;0,04;;0;;;;;;;;;;;;;;0;;;;;0,07;;;;;0,01;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;chicory;60;303.0;chicory
Vegetables;68;chicory boiled;per 100g;;;;69;16;95,3;1,2;1,2;0;;9.0;0,2;0,1;0;0;0,1;0;0,1;0;2;2,1;0;0;1,1;0;;0,3;0.0;3.0;183.0;24.0;31.0;10.0;0,2;0;0,2;0,05;0.0;0,17;0,4;1.0;1.0;0.0;8.0;0.0;86.0;0.0;0.0;0.0;0;0;0;0;0,2;0,2;0;0;0,2;;;;0,07;0,02;0,018;0;0,3;0,2;25,2;25,2;0;0.0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,06;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;chicory;61;303.0;chicory
Vegetables;69;cabbage white raw;per 100g;;;;124;30;91;2;2;0;;;0;0;0;0;0;0;0;0;4;4;0;0;2,8;0;;;0.0;8.0;200.0;30.0;30.0;9.0;0,5;0;0,5;0,01;1.0;0,23;2;1.0;2.0;0.0;12.0;0.0;30.0;49.0;0.0;6.0;0;0;0;0;0,2;;;;;60;60;;0,04;0,04;0,15;0;;0,3;30;30;0;29.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;;62;353.0;cabbage
Vegetables;70;cabbage white cooked;per 100g;;;;68;16;94,1;0,9;0,9;0;;;0;0;0;0;0;0;0;0;1,8;1,8;0;0;2,8;0;;;0.0;15.0;147.0;51.0;24.0;7.0;0,2;0;0,2;0,03;3.0;0,07;2;1.0;2.0;0.0;13.0;0.0;20.0;25.0;0.0;0.0;0;0;0;0;0,1;0,1;0;0;0,1;64,5;64,5;;0,04;0,04;0,1;0;;0,3;23;23;0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;;63;353.0;cabbage
